#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/poissonseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default.db
# Output created at: 07:22:24
GeneID	log2foldchange	significance	rawPval	tt_score	GeneName	Description	Chromosome	Start	End	Strand
YFR010W	-0.041	0.056487	0.2585	0.855	UBP6	Ubiquitin-specific protease situated in the base subcomplex of the 26S proteasome, releases free ubiquitin from branched polyubiquitin chains; works in opposition to Hul5p polyubiquitin elongation activity; mutant has aneuploidy tolerance 	VI	165067	166566	1
YDL187C	0.2692	0.05653	0.25874	0.8541	YDL187C	Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data 	IV	125509	125838	-1
YJR056C	0.0579	0.056541	0.25884	0.8537	YJR056C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus 	X	541792	542502	-1
YAR031W	0.0627	0.056743	0.2598	0.8498	PRM9	Pheromone-regulated protein with 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family 	I	186836	187732	1
YDR061W	0.0421	0.056903	0.26058	0.8468	YDR061W	Protein with similarity to ATP-binding cassette (ABC) transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance 	IV	574164	575783	1
YHR167W	-0.0105	0.056973	0.26094	0.8453	THP2	Subunit of the THO complex, which connects transcription elongation and mitotic recombination, and of the TREX complex, which is recruited to activated genes and couples transcription to mRNA export; involved in telomere maintenance 	VIII	439342	440127	1
YGL152C	-0.1373	0.057225	0.26214	0.8406	YGL152C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF PEX14/YGL153W 	VII	216692	217369	-1
snR42	0.0947	0.057391	0.26295	0.8375	SNR42	H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2975 	XI	559016	559366	-1
YJL089W	0.1592	0.057426	0.26315	0.8367	SIP4	C6 zinc cluster transcriptional activator that binds to the carbon source-responsive element (CSRE) of gluconeogenic genes; involved in the positive regulation of gluconeogenesis; regulated by Snf1p protein kinase; localized to the nucleus 	X	265926	268415	1
YAL056C-A	-0.0726	0.057851	0.26514	0.829	YAL056C-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	I	38696	39046	-1
YKL040C	-0.0152	0.057871	0.26528	0.8285	NFU1	Protein involved in iron metabolism in mitochondria; similar to NifU, which is a protein required for the maturation of the Fe/S clusters of nitrogenase in nitrogen-fixing bacteria 	XI	361058	361828	-1
YPR037C	0.0453	0.05818	0.26674	0.8228	ERV2	Flavin-linked sulfhydryl oxidase localized to the endoplasmic reticulum lumen, involved in disulfide bond formation within the ER 	XVI	646448	647038	-1
YDR278C	0.4428	0.058563	0.26854	0.8159	YDR278C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	IV	1017001	1017318	-1
YPL250W-A	-0.1936	0.058587	0.2687	0.8154	YPL250W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; almost completely overlaps the verified ORF RPL36B/YPL249C-A; identified by fungal homology and RT-PCR 	XVI	75702	75989	1
YKL031W	-0.0127	0.058613	0.26886	0.8147	YKL031W	Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species 	XI	382072	382485	1
YHL022C	0.1201	0.058623	0.26895	0.8144	SPO11	Meiosis-specific protein that initiates meiotic recombination by catalyzing the formation of double-strand breaks in DNA via a transesterification reaction; required for homologous chromosome pairing and synaptonemal complex formation 	VIII	62961	64157	-1
YLR020C	-0.0169	0.058685	0.26928	0.8131	YEH2	Steryl ester hydrolase, catalyzes steryl ester hydrolysis at the plasma membrane; involved in sterol metabolism 	XII	181789	183405	-1
YOR261C	-0.0429	0.0587	0.2694	0.8127	RPN8	Essential, non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit, Rpn11p 	XV	815915	816931	-1
YOR110W	-0.0111	0.058724	0.26955	0.8121	TFC7	One of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes 	XV	528941	530248	1
YFR048W	-0.0105	0.058728	0.26961	0.8119	RMD8	Cytosolic protein required for sporulation 	VI	246146	248134	1
YGR169C	-0.0032	0.058782	0.26991	0.8108	PUS6	tRNA:pseudouridine synthase, catalyzes the conversion of uridine to pseudouridine at position 31 in cytoplasmic and mitochondrial tRNAs; mutation of Asp168 to Ala abolishes enzyme activity; not essential for viability 	VII	834689	835903	-1
YGR275W	-0.0115	0.058941	0.27068	0.8079	RTT102	Component of both the SWI/SNF and RSC chromatin remodeling complexes, suggested role in chromosome maintenance; possible weak regulator of Ty1 transposition 	VII	1043276	1043749	1
YJL151C	0.0279	0.059003	0.27101	0.8066	SNA3	Integral membrane protein localized to vacuolar intralumenal vesicles, computational analysis of large-scale protein-protein interaction data suggests a possible role in either cell wall synthesis or protein-vacuolar targeting 	X	136372	136773	-1
YLR241W	-0.0267	0.059093	0.27147	0.8049	YLR241W	Putative protein of unknown function, may be involved in detoxification 	XII	620473	622821	1
YOR041C	-0.0679	0.059188	0.27196	0.8031	YOR041C	Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the uncharacterized gene CUE5; deletion in cyr1 mutant results in loss of stress resistance 	XV	408358	408789	-1
YLR400W	0.1204	0.059199	0.27205	0.8028	YLR400W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XII	922063	922536	1
YDR336W	0.055	0.059328	0.27269	0.8004	YDR336W	Putative protein of unknown function; sumoylated under stress conditions in a genome wide study; YDR336W is not an essential gene 	IV	1145092	1146036	1
YJR100C	-0.0078	0.059469	0.27338	0.7978	AIM25	Putative protein of unknown function; non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to murine NOR1; null mutant is viable and displays elevated frequency of mitochondrial genome loss 	X	616351	617334	-1
YJR065C	0.007	0.059501	0.27358	0.7971	ARP3	Essential component of the Arp2/3 complex, which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity 	X	557809	559158	-1
YLR016C	0.0517	0.059539	0.2738	0.7963	PML1	Subunit of the RES complex, which is required for nuclear retention of unspliced pre-mRNAs; acts in the same pathway as Pml39p and Mlp1p 	XII	176802	177416	-1
YLR301W	-0.0394	0.059546	0.27387	0.796	HRI1	Protein of unknown function that interacts with Sec72p and Hrr25p 	XII	730825	731559	1
YBL035C	-0.013	0.059655	0.27442	0.794	POL12	B subunit of DNA polymerase alpha-primase complex, required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation 	II	151493	153610	-1
YDR179C	-0.0094	0.059887	0.27553	0.7899	CSN9	Subunit of the Cop9 signalosome, which is required for deneddylation, or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin); involved in adaptation to pheromone signaling 	IV	818708	819196	-1
YOL015W	-0.0156	0.059978	0.276	0.7882	IRC10	Putative protein of unknown function; null mutant displays increased levels of spontaneous Rad52p foci 	XV	297078	298838	1
YFL024C	-0.0151	0.060045	0.27636	0.7869	EPL1	Subunit of NuA4, an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); homologous to Drosophila Enhancer of Polycomb 	VI	87847	90345	-1
YCR097W-A	-0.0293	0.060049	0.27642	0.7866	YCR097W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; identified by homology to a hemiascomycetous yeast protein 	III	294439	294705	1
YIL100C-A	-0.0332	0.060073	0.27658	0.7861	YIL100C-A	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	IX	177343	177681	-1
YKL197C	-0.008	0.060264	0.2775	0.7827	PEX1	AAA-peroxin that heterodimerizes with AAA-peroxin Pex6p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; induced by oleic acid and upregulated during anaerobiosis 	XI	70734	73865	-1
YDR521W	0.2643	0.060368	0.27803	0.7808	YDR521W	Dubious ORF that overlaps YDR520C; mutant increases expression of PIS1 and RPL3 in glycerol 	IV	1483141	1483476	1
YOR038C	0.0458	0.060503	0.2787	0.7783	HIR2	Subunit of the HIR complex, a nucleosome assembly complex involved in regulation of histone gene transcription; recruits Swi-Snf complexes to histone gene promoters; promotes heterochromatic gene silencing with Asf1p 	XV	402761	405388	-1
YJL022W	-0.0948	0.060598	0.27938	0.7759	YJL022W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene PET130 	X	398109	398417	1
YLR302C	-Inf	0.060598	0.27941	0.7757	YLR302C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XII	732191	732553	-1
YCL018W	-Inf	0.060598	0.27941	0.7757	LEU2	Beta-isopropylmalate dehydrogenase (IMDH), catalyzes the third step in the leucine biosynthesis pathway 	III	91324	92418	1
YER172C-A	-Inf	0.060598	0.27941	0.7757	YER172C-A	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	V	536275	536655	-1
YCL066W	-Inf	0.060598	0.27941	0.7757	HMLALPHA1	Silenced copy of ALPHA1 at HML, encoding a transcriptional coactivator involved in the regulation of mating-type alpha-specific gene expression 	III	13282	13809	1
YNL120C	-Inf	0.060598	0.27941	0.7757	YNL120C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; deletion enhances replication of Brome mosaic virus in S. cerevisiae, but likely due to effects on the overlapping gene 	XIV	401033	401518	-1
tL(UAA)D	-0.2614	0.060654	0.27972	0.7746	tL(UAA)D	Leucine tRNA (tRNA-Leu), predicted by tRNAscan-SE analysis 	IV	519743	519826	1
YLR262C-A	-0.0329	0.060752	0.28022	0.7728	TMA7	Protein of unknown that associates with ribosomes; null mutant exhibits translation defects, altered polyribosome profiles, and resistance to the translation inhibitor anisomcyin 	XII	669468	669662	-1
YLR266C	0.051	0.060936	0.28111	0.7696	PDR8	Transcription factor; targets include ATP-binding cassette (ABC) transporters, major facilitator superfamily transporters, and other genes involved in the pleiotropic drug resistance (PDR) phenomenon 	XII	675619	677724	-1
YDL216C	-0.0029	0.060968	0.28131	0.7689	RRI1	Catalytic subunit of the COP9 signalosome (CSN) complex that acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling 	IV	68997	70319	-1
YDL220C	0.0615	0.061134	0.28212	0.766	CDC13	Single stranded DNA-binding protein found at TG1-3 telomere G-tails; regulates telomere replication through recruitment of specific sub-complexes, but the essential function is telomere capping 	IV	62244	65018	-1
tG(GCC)G2	0.4187	0.061191	0.28243	0.765	tG(GCC)G2	Glycine tRNA (tRNA-Gly), predicted by tRNAscan-SE analysis 	VII	930953	931023	-1
YGR224W	0.0547	0.061275	0.28287	0.7634	AZR1	Plasma membrane transporter of the major facilitator superfamily, involved in resistance to azole drugs such as ketoconazole and fluconazole 	VII	942806	944647	1
YBR159W	-0.0418	0.061385	0.28342	0.7614	IFA38	Microsomal beta-keto-reductase; contains oleate response element (ORE) sequence in the promoter region; mutants exhibit reduced VLCFA synthesis, accumulate high levels of dihydrosphingosine, phytosphingosine and medium-chain ceramides 	II	558685	559728	1
YLR285C-A	-0.0124	0.061388	0.2835	0.7612	YLR285C-A	Putative protein of unknown function; identified by fungal homology and RT-PCR 	XII	708168	708338	-1
YPR158W	0.0652	0.061388	0.28353	0.761	CUR1	Protein of unknown function involved in destabilization of [URE3] prions; similar in sequence to Btn2p 	XVI	843262	844020	1
YFR056C	0.1334	0.061565	0.28442	0.7579	YFR056C	Dubious open reading frame unlikely to encode a protein based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YFR055W 	VI	263957	264325	-1
YKL223W	-0.0281	0.061565	0.28452	0.7575	YKL223W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XI	2389	2721	1
YOR372C	0.0531	0.061565	0.28453	0.7575	NDD1	Transcriptional activator essential for nuclear division; localized to the nucleus; essential component of the mechanism that activates the expression of a set of late-S-phase-specific genes 	XV	1034807	1036471	-1
YJR161C	0.0498	0.061565	0.28459	0.7573	COS5	Protein of unknown function, member the DUP380 subfamily of conserved, often subtelomerically-encoded proteins 	X	742848	743999	-1
YLR163C	0.0407	0.061565	0.28464	0.7571	MAS1	Smaller subunit of the mitochondrial processing protease (MPP), essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins 	XII	491866	493254	-1
YBR290W	-0.0183	0.061565	0.28465	0.7571	BSD2	Heavy metal ion homeostasis protein, facilitates trafficking of Smf1p and Smf2p metal transporters to the vacuole where they are degraded, controls metal ion transport, prevents metal hyperaccumulation, functions in copper detoxification 	II	782591	783556	1
YDL007C-A	-0.5379	0.061565	0.28468	0.757	YDL007C-A	Putative protein of unknown function 	IV	436567	436824	-1
YDR122W	-0.0374	0.061746	0.28556	0.7539	KIN1	Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; closely related to Kin2p 	IV	694700	697894	1
YER148W	0.0383	0.061798	0.28585	0.7529	SPT15	TATA-binding protein, general transcription factor that interacts with other factors to form the preinitiation complex at promoters, essential for viability 	V	465303	466025	1
YNL265C	-5e-04	0.06183	0.28605	0.7522	IST1	Protein with a positive role in the multivesicular body sorting pathway; functions and forms a complex with Did2p; recruitment to endosomes is mediated by the Vps2p-Vps24p subcomplex of ESCRT-III; also interacts with Vps4p 	XIV	144280	145281	-1
YLR064W	0.0404	0.062003	0.2869	0.7493	PER33	Protein that localizes to the endoplasmic reticulum with some nuclear pore complex association; deletion extends chronological lifespan; highly conserved across species, orthologous to human TMEM33 and paralogous to Pom33p 	XII	265456	266277	1
YFL038C	-0.0749	0.062051	0.28716	0.7484	YPT1	Rab family GTPase, involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p) 	VI	55366	55986	-1
YGR037C	-0.054	0.062154	0.28769	0.7465	ACB1	Acyl-CoA-binding protein, transports newly synthesized acyl-CoA esters from fatty acid synthetase (Fas1p-Fas2p) to acyl-CoA-consuming processes; subject to starvation-induced, Grh1p-mediated unconventional secretion 	VII	559731	559994	-1
