#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/samseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default.db
# Output created at: 07:24:50
GeneID	log2foldchange	significance	Score	GeneName	Description	Chromosome	Start	End	Strand
YOR008C	0.0277980612905102	0.0551496005809731	126.7	SLG1	Sensor-transducer of the stress-activated PKC1-MPK1 kinase pathway; involved in maintenance of cell wall integrity; required for mitophagy; involved in organization of the actin cytoskeleton; secretory pathway Wsc1p is required for the arrest of sec /.../ response 	XV	341278	342414	-1
YOR008C-A	0.635651992081118	0.000148148148148212	384.7	YOR008C-A	Putative protein of unknown function, includes a potential transmembrane domain; deletion results in slightly lengthened telomeres 	XV	342857	343081	-1
YOR008W-B	0.409926893551193	0.000159767610748056	356.05	YOR008W-B	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XV	343929	344030	1
YOR009W	0.413857290899533	0.000145243282498184	676.05	TIR4	Cell wall mannoprotein of the Srp1p/Tip1p family of serine-alanine-rich proteins; expressed under anaerobic conditions and required for anaerobic growth; transcription is also induced by cold shock 	XV	344335	345798	1
YOR010C	-0.0165822897292491	0.0948482207697894	-107.4	TIR2	Putative cell wall mannoprotein of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis 	XV	346195	346950	-1
YOR011W	-0.175340833396689	0.000153957879448134	-362.95	AUS1	Plasma membrane sterol transporter of the ATP-binding cassette family; required, along with Pdr11p, for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is requ /.../or anaerobic growth because sterol biosynthesis requires oxygen 	XV	349679	353863	1
YOR011W-A	-0.0012316346814739	0.511961510530138	-38.95	YOR011W-A	Putative protein of unknown function 	XV	355652	355858	1
YOR012W	0.212585745574934	0.0257719680464778	152.45	YOR012W	Putative protein of unknown function 	XV	356543	356956	1
YOR013W	0.203048866007086	0.00237763253449526	240.6	IRC11	Dubious opening reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YOR012C; null mutant displays increased levels of spontaneous Rad52 foci 	XV	356751	357221	1
YOR014W	0.111350999276311	0.000148148148148212	385.35	RTS1	B-type regulatory subunit of protein phosphatase 2A (PP2A); Rts1p and Cdc55p are alternative regulatory subunits for PP2A; PP2A-Rts1p protects cohesin when recruited by Sgo1p to the pericentromere; highly enriched at centromeres in absence of Cdc55p /.../log of the mammalian B' subunit of PP2A 	XV	357674	359947	1
YOR015W	-0.126852502505871	0.000601307189542531	-296.85	YOR015W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XV	359993	360352	1
YOR016C	-0.0653820718842915	0.0916942628903413	-108.65	ERP4	Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport 	XV	360461	361084	-1
YOR017W	-0.00344984849308595	0.402525780682643	-50.2	PET127	Protein with a role in 5'-end processing of mitochondrial RNAs, located in the mitochondrial membrane 	XV	361412	363814	1
YOR018W	-0.0242773785964068	0.90476397966594	-7	ROD1	Membrane protein that binds the ubiquitin ligase Rsp5p via its 2 PY motifs; overexpression confers resistance to the GST substrate o-dinitrobenzene,zinc, and calcium; proposed to regulate the endocytosis of plasma membrane proteins 	XV	364369	366882	1
YOR019W	-0.235983334255999	0.000270152505446576	-323.85	YOR019W	Protein of unknown function that may interact with ribosomes, based on co-purification experiments 	XV	368127	370319	1
YOR020C	0.228726576823836	0.000145243282498184	536.5	HSP10	Mitochondrial matrix co-chaperonin that inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES 	XV	370524	370844	-1
YOR020W-A	-0.232729866943411	0.000146695715323198	-386.85	YOR020W-A	Putative protein of unknown function, conserved in A. gossypii; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	XV	371685	371957	1
YOR021C	0.146266718115139	0.000328249818445929	316.4	YOR021C	Putative protein of unknown function; YOR021C is not an essential gene; predicted to be involved in rRNA processing and ribosome biogenesis and in biopolymer catabolism 	XV	372798	373439	-1
YOR022C	0.0324713308282049	0.397187363834423	50.8	YOR022C	Protein with similarity to bovine phospholipase A1; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	XV	373710	375857	-1
YOR023C	-0.0631112017283564	0.00170951343500369	-254.8	AHC1	Subunit of the Ada histone acetyltransferase complex, required for structural integrity of the complex 	XV	376012	377712	-1
YOR024W	-0.00624489879470307	0.127358024691358	-96.6	YOR024W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XV	377847	378170	1
YOR025W	0.0985368128195371	0.00701742919389972	196.75	HST3	Member of the Sir2 family of NAD(+)-dependent protein deacetylases; involved along with Hst4p in telomeric silencing, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism 	XV	378219	379562	1
YOR026W	0.00457934655163105	0.358943355119826	55.3	BUB3	Kinetochore checkpoint WD40 repeat protein that localizes to kinetochores during prophase and metaphase, delays anaphase in the presence of unattached kinetochores; forms complexes with Mad1p-Bub1p and with Cdc20p, binds Mad2p and Mad3p 	XV	379781	380806	1
YOR027W	0.0938564113666539	0.00168046477850395	255.6	STI1	Hsp90 cochaperone, interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop 	XV	381053	382822	1
YOR028C	0.3932674342773	0.000145243282498184	642.45	CIN5	Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative str /.../d sequestered in the cytoplasm by Lot6p under reducing conditions 	XV	383533	384420	-1
YOR029W	-0.516491974187552	0.000145243282498184	-438.3	YOR029W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XV	384600	384935	1
YOR030W	0.0418719635886362	0.14336456063907	92.15	DFG16	Probable multiple transmembrane protein, involved in diploid invasive and pseudohyphal growth upon nitrogen starvation; required for accumulation of processed Rim101p 	XV	386825	388684	1
YOR031W	-0.270727889311582	0.000159767610748056	-355.9	CRS5	Copper-binding metallothionein, required for wild-type copper resistance 	XV	389213	389422	1
YOR032C	0.588325110620704	0.000145243282498184	743.9	HMS1	Basic helix-loop-helix (bHLH) protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant 	XV	389771	391075	-1
YOR032W-A	-0.00398552549176722	0.656924473493101	26.15	YOR032W-A	Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching 	XV	392176	392376	1
YOR033C	-0.117594820382307	0.0008707334785766	-283.05	EXO1	5'-3' exonuclease and flap-endonuclease involved in recombination, double-strand break repair and DNA mismatch repair; member of the Rad2p nuclease family, with conserved N and I nuclease domains 	XV	392416	394524	-1
YOR034C	-0.037614086958456	0.172267247639797	-85.1	AKR2	Ankyrin repeat-containing protein similar to Akr1p; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; possibly involved in constitutive endocytosis of Ste3p 	XV	394837	397086	-1
YOR034C-A	-0.0944047159996963	0.104702251270879	-103.8	YOR034C-A	Putative protein of unknown function; identified by expression profiling and mass spectrometry 	XV	397426	397668	-1
YOR035C	0.12157350051312	0.00112708787218594	272.85	SHE4	Protein containing a UCS (UNC-45/CRO1/SHE4) domain, binds to myosin motor domains to regulate myosin function; involved in endocytosis, polarization of the actin cytoskeleton, and asymmetric mRNA localization 	XV	397735	400104	-1
YOR036W	0.0283315610605774	0.175226579520697	84.45	PEP12	Target membrane receptor (t-SNARE) for vesicular intermediates traveling between the Golgi apparatus and the vacuole; controls entry of biosynthetic, endocytic, and retrograde traffic into the prevacuolar compartment; syntaxin 	XV	400348	401214	1
YOR037W	0.0775803215092707	0.0218474945533769	158	CYC2	Mitochondrial peripheral inner membrane protein, contains a FAD cofactor in a domain exposed in the intermembrane space; exhibits redox activity in vitro; likely participates in ligation of heme to acytochromes c and c1 (Cyc1p and Cyt1p) 	XV	401555	402655	1
YOR038C	0.0332165795053052	0.346846042120552	56.8	HIR2	Subunit of the HIR complex, a nucleosome assembly complex involved in regulation of histone gene transcription; recruits Swi-Snf complexes to histone gene promoters; promotes heterochromatic gene silencing with Asf1p 	XV	402761	405388	-1
YOR039W	0.0819639614575773	0.00590922294843869	202.9	CKB2	Beta' regulatory subunit of casein kinase 2 (CK2), a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerase 	XV	405768	406544	1
YOR040W	0.0704665047782327	0.029875816993464	147.65	GLO4	Mitochondrial glyoxalase II, catalyzes the hydrolysis of S-D-lactoylglutathione into glutathione and D-lactate 	XV	407064	407921	1
YOR041C	1.72346228973218e-05	0.773584604212055	-16.9	YOR041C	Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the uncharacterized gene CUE5; deletion in cyr1 mutant results in loss of stress resistance 	XV	408358	408789	-1
YOR042W	-0.104050198638055	0.00444952795933191	-214.05	CUE5	Protein containing a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern 	XV	408425	409660	1
YOR043W	-0.00593028988762288	0.920414669571532	-5.85	WHI2	Protein required, with binding partner Psr1p, for full activation of the general stress response, possibly through Msn2p dephosphorylation; regulates growth during the diauxic shift; negative regulator of G1 cyclin expression 	XV	410870	412330	1
YOR044W	-0.197876622143047	0.000293391430646396	-320.95	IRC23	Putative protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; null mutant displays increased levels of spontaneous Rad52p foci 	XV	413007	413480	1
YOR045W	0.105418324895949	0.000753812636165519	289.15	TOM6	Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import steps for all mitochondrially directed proteins; promotes assembly and stability of the TOM complex 	XV	413852	414037	1
YOR046C	0.150423022655686	0.000145243282498184	395.1	DBP5	Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus; involved in translation termination; ATP/ADP cycling is regulated by Gle1p and Nup159p 	XV	414459	415907	-1
YOR047C	-0.010450085522468	0.718432824981845	-21.2	STD1	Protein involved in control of glucose-regulated gene expression; interacts with kinase Snf1p, glucose sensors Snf3p and Rgt2p, TATA-binding Spt15p; regulator of transcription factor Rgt1p; interactions with Pma1p appear to propagate [GAR+] 	XV	416347	417681	-1
YOR048C	0.0417394486966055	0.0864981844589688	110.8	RAT1	Nuclear 5' to 3' single-stranded RNA exonuclease, involved in RNA metabolism, including rRNA and snRNA processing as well as poly (A+) dependent and independent mRNA transcription termination 	XV	418630	421650	-1
YOR049C	0.582103399258903	0.000145243282498184	793.05	RSB1	Suppressor of sphingoid long chain base (LCB) sensitivity of an LCB-lyase mutation; putative integral membrane transporter or flippase that may transport LCBs from the cytoplasmic side toward the extracytoplasmic side of the membrane 	XV	422668	423732	-1
YOR050C	-0.413564548680355	0.000145243282498184	-608.65	YOR050C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; null mutation is viable 	XV	424270	424617	-1
YOR051C	0.237328706688208	0.000145243282498184	508.85	ETT1	Nuclear protein that inhibits replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough 	XV	424846	426084	-1
YOR052C	0.281728768653201	0.000145243282498184	575.65	YOR052C	Nuclear protein of unknown function; expression induced by nitrogen limitation in a GLN3, GAT1-independent manner and by weak acid; transcriptionally regulated by Rpn4p along with proteasome subunit genes; putative ortholog of human AIRAP, which sti /.../s proteasome activity in response to arsenic 	XV	426772	427224	-1
YOR053W	-0.4117037414616	0.00399419026870007	-218.35	YOR053W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene VHS3/YOR054C 	XV	427817	428158	1
YOR054C	-0.0306579330332933	0.549000726216412	-35.5	VHS3	Negative regulatory subunit of protein phosphatase 1 Ppz1p and also a subunit of the phosphopantothenoylcysteine decarboxylase (PPCDC; Cab3p, Sis2p, Vhs3p) complex, which catalyzes the third step of coenzyme A biosynthesis 	XV	427833	429857	-1
